"scenario" "n" "p" "s0" "SNR" "corDesign" "rho" "pB" "s0B"
1044 200 4000 20 2 "Pairwise" 0.5 100 1
1045 200 4000 20 2 "Pairwise" 0.5 100 2
1046 200 4000 20 2 "Pairwise" 0.5 100 5
1047 200 4000 20 2 "Pairwise" 0.5 10 1
1048 200 4000 20 2 "Pairwise" 0.5 10 2
1049 200 4000 20 2 "Pairwise" 0.5 10 5
1050 200 4000 20 2 "Pairwise" 0.7 100 1
1051 200 4000 20 2 "Pairwise" 0.7 100 2
1052 200 4000 20 2 "Pairwise" 0.7 100 5
1053 200 4000 20 2 "Pairwise" 0.7 10 1
1054 200 4000 20 2 "Pairwise" 0.7 10 2
1055 200 4000 20 2 "Pairwise" 0.7 10 5
1056 200 4000 20 2 "Pairwise" 0.9 100 1
1057 200 4000 20 2 "Pairwise" 0.9 100 2
1058 200 4000 20 2 "Pairwise" 0.9 100 5
1059 200 4000 20 2 "Pairwise" 0.9 10 1
1060 200 4000 20 2 "Pairwise" 0.9 10 2
1061 200 4000 20 2 "Pairwise" 0.9 10 5
1062 200 4000 20 2 "Toeplitz" 0.7 100 2
1063 200 4000 20 4 "Independence" 0 0 0
1064 200 4000 20 4 "Pairwise" 0.5 100 1
1065 200 4000 20 4 "Pairwise" 0.5 100 2
1066 200 4000 20 4 "Pairwise" 0.5 100 5
1067 200 4000 20 4 "Pairwise" 0.5 10 1
1068 200 4000 20 4 "Pairwise" 0.5 10 2
1069 200 4000 20 4 "Pairwise" 0.5 10 5
1070 200 4000 20 4 "Pairwise" 0.7 100 1
1071 200 4000 20 4 "Pairwise" 0.7 100 2
1072 200 4000 20 4 "Pairwise" 0.7 100 5
1073 200 4000 20 4 "Pairwise" 0.7 10 1
1074 200 4000 20 4 "Pairwise" 0.7 10 2
1075 200 4000 20 4 "Pairwise" 0.7 10 5
1076 200 4000 20 4 "Pairwise" 0.9 100 1
1077 200 4000 20 4 "Pairwise" 0.9 100 2
1078 200 4000 20 4 "Pairwise" 0.9 100 5
1079 200 4000 20 4 "Pairwise" 0.9 10 1
1080 200 4000 20 4 "Pairwise" 0.9 10 2
1081 200 4000 20 4 "Pairwise" 0.9 10 5
1082 200 4000 20 4 "Toeplitz" 0.7 100 2
1083 200 4000 40 0.5 "Independence" 0 0 0
1084 200 4000 40 1 "Independence" 0 0 0
1085 200 4000 40 1 "Pairwise" 0.5 100 1
1086 200 4000 40 1 "Pairwise" 0.5 100 2
1087 200 4000 40 1 "Pairwise" 0.5 100 5
1088 200 4000 40 1 "Pairwise" 0.5 10 1
1089 200 4000 40 1 "Pairwise" 0.5 10 2
1090 200 4000 40 1 "Pairwise" 0.5 10 5
1091 200 4000 40 1 "Pairwise" 0.7 100 1
1092 200 4000 40 1 "Pairwise" 0.7 100 2
1093 200 4000 40 1 "Pairwise" 0.7 100 5
1094 200 4000 40 1 "Pairwise" 0.7 10 1
1095 200 4000 40 1 "Pairwise" 0.7 10 2
1096 200 4000 40 1 "Pairwise" 0.7 10 5
1097 200 4000 40 1 "Pairwise" 0.9 100 1
1098 200 4000 40 1 "Pairwise" 0.9 100 2
1099 200 4000 40 1 "Pairwise" 0.9 100 5
1100 200 4000 40 1 "Pairwise" 0.9 10 1
1101 200 4000 40 1 "Pairwise" 0.9 10 2
1102 200 4000 40 1 "Pairwise" 0.9 10 5
1103 200 4000 40 1 "Toeplitz" 0.7 100 2
1104 200 4000 40 2 "Independence" 0 0 0
1105 200 4000 40 2 "Pairwise" 0.5 100 1
1106 200 4000 40 2 "Pairwise" 0.5 100 2
1107 200 4000 40 2 "Pairwise" 0.5 100 5
1108 200 4000 40 2 "Pairwise" 0.5 10 1
1109 200 4000 40 2 "Pairwise" 0.5 10 2
1110 200 4000 40 2 "Pairwise" 0.5 10 5
1111 200 4000 40 2 "Pairwise" 0.7 100 1
1112 200 4000 40 2 "Pairwise" 0.7 100 2
1113 200 4000 40 2 "Pairwise" 0.7 100 5
1114 200 4000 40 2 "Pairwise" 0.7 10 1
1115 200 4000 40 2 "Pairwise" 0.7 10 2
1116 200 4000 40 2 "Pairwise" 0.7 10 5
1117 200 4000 40 2 "Pairwise" 0.9 100 1
1118 200 4000 40 2 "Pairwise" 0.9 100 2
1119 200 4000 40 2 "Pairwise" 0.9 100 5
1120 200 4000 40 2 "Pairwise" 0.9 10 1
1121 200 4000 40 2 "Pairwise" 0.9 10 2
1122 200 4000 40 2 "Pairwise" 0.9 10 5
1123 200 4000 40 2 "Toeplitz" 0.7 100 2
1124 200 4000 40 4 "Independence" 0 0 0
1125 200 4000 40 4 "Pairwise" 0.5 100 1
1126 200 4000 40 4 "Pairwise" 0.5 100 2
1127 200 4000 40 4 "Pairwise" 0.5 100 5
1128 200 4000 40 4 "Pairwise" 0.5 10 1
1129 200 4000 40 4 "Pairwise" 0.5 10 2
1130 200 4000 40 4 "Pairwise" 0.5 10 5
1131 200 4000 40 4 "Pairwise" 0.7 100 1
1132 200 4000 40 4 "Pairwise" 0.7 100 2
1133 200 4000 40 4 "Pairwise" 0.7 100 5
1134 200 4000 40 4 "Pairwise" 0.7 10 1
1135 200 4000 40 4 "Pairwise" 0.7 10 2
1136 200 4000 40 4 "Pairwise" 0.7 10 5
1137 200 4000 40 4 "Pairwise" 0.9 100 1
1138 200 4000 40 4 "Pairwise" 0.9 100 2
1139 200 4000 40 4 "Pairwise" 0.9 100 5
1140 200 4000 40 4 "Pairwise" 0.9 10 1
1141 200 4000 40 4 "Pairwise" 0.9 10 2
1142 200 4000 40 4 "Pairwise" 0.9 10 5
1143 200 4000 40 4 "Toeplitz" 0.7 100 2
1144 200 500 10 0.5 "Independence" 0 0 0
1145 200 500 10 1 "Independence" 0 0 0
1146 200 500 10 1 "Pairwise" 0.5 100 2
1147 200 500 10 1 "Pairwise" 0.5 100 5
1148 200 500 10 1 "Pairwise" 0.5 10 1
1149 200 500 10 1 "Pairwise" 0.5 10 2
1150 200 500 10 1 "Pairwise" 0.5 10 5
1151 200 500 10 1 "Pairwise" 0.7 100 2
1152 200 500 10 1 "Pairwise" 0.7 100 5
1153 200 500 10 1 "Pairwise" 0.7 10 1
1154 200 500 10 1 "Pairwise" 0.7 10 2
1155 200 500 10 1 "Pairwise" 0.7 10 5
1156 200 500 10 1 "Pairwise" 0.9 100 2
1157 200 500 10 1 "Pairwise" 0.9 100 5
1158 200 500 10 1 "Pairwise" 0.9 10 1
1159 200 500 10 1 "Pairwise" 0.9 10 2
1160 200 500 10 1 "Pairwise" 0.9 10 5
1161 200 500 10 1 "Toeplitz" 0.7 100 2
1162 200 500 10 2 "Independence" 0 0 0
1163 200 500 10 2 "Pairwise" 0.5 100 2
1164 200 500 10 2 "Pairwise" 0.5 100 5
1165 200 500 10 2 "Pairwise" 0.5 10 1
1166 200 500 10 2 "Pairwise" 0.5 10 2
1167 200 500 10 2 "Pairwise" 0.5 10 5
1168 200 500 10 2 "Pairwise" 0.7 100 2
1169 200 500 10 2 "Pairwise" 0.7 100 5
1170 200 500 10 2 "Pairwise" 0.7 10 1
1171 200 500 10 2 "Pairwise" 0.7 10 2
1172 200 500 10 2 "Pairwise" 0.7 10 5
1173 200 500 10 2 "Pairwise" 0.9 100 2
1174 200 500 10 2 "Pairwise" 0.9 100 5
1175 200 500 10 2 "Pairwise" 0.9 10 1
1176 200 500 10 2 "Pairwise" 0.9 10 2
1177 200 500 10 2 "Pairwise" 0.9 10 5
1178 200 500 10 2 "Toeplitz" 0.7 100 2
1179 200 500 10 4 "Independence" 0 0 0
1180 200 500 10 4 "Pairwise" 0.5 100 2
1181 200 500 10 4 "Pairwise" 0.5 100 5
1182 200 500 10 4 "Pairwise" 0.5 10 1
1183 200 500 10 4 "Pairwise" 0.5 10 2
1184 200 500 10 4 "Pairwise" 0.5 10 5
1185 200 500 10 4 "Pairwise" 0.7 100 2
1186 200 500 10 4 "Pairwise" 0.7 100 5
1187 200 500 10 4 "Pairwise" 0.7 10 1
1188 200 500 10 4 "Pairwise" 0.7 10 2
1189 200 500 10 4 "Pairwise" 0.7 10 5
1190 200 500 10 4 "Pairwise" 0.9 100 2
1191 200 500 10 4 "Pairwise" 0.9 100 5
1192 200 500 10 4 "Pairwise" 0.9 10 1
1193 200 500 10 4 "Pairwise" 0.9 10 2
1194 200 500 10 4 "Pairwise" 0.9 10 5
1195 200 500 10 4 "Toeplitz" 0.7 100 2
1196 200 500 20 0.5 "Independence" 0 0 0
1197 200 500 20 1 "Independence" 0 0 0
1198 200 500 20 1 "Pairwise" 0.5 100 5
1199 200 500 20 1 "Pairwise" 0.5 10 1
1200 200 500 20 1 "Pairwise" 0.5 10 2
1201 200 500 20 1 "Pairwise" 0.5 10 5
1202 200 500 20 1 "Pairwise" 0.7 100 5
1203 200 500 20 1 "Pairwise" 0.7 10 1
1204 200 500 20 1 "Pairwise" 0.7 10 2
1205 200 500 20 1 "Pairwise" 0.7 10 5
1206 200 500 20 1 "Pairwise" 0.9 100 5
1207 200 500 20 1 "Pairwise" 0.9 10 1
1208 200 500 20 1 "Pairwise" 0.9 10 2
1209 200 500 20 1 "Pairwise" 0.9 10 5
1210 200 500 20 2 "Independence" 0 0 0
1211 200 500 20 2 "Pairwise" 0.5 100 5
1212 200 500 20 2 "Pairwise" 0.5 10 1
1213 200 500 20 2 "Pairwise" 0.5 10 2
1214 200 500 20 2 "Pairwise" 0.5 10 5
1215 200 500 20 2 "Pairwise" 0.7 100 5
1216 200 500 20 2 "Pairwise" 0.7 10 1
1217 200 500 20 2 "Pairwise" 0.7 10 2
1218 200 500 20 2 "Pairwise" 0.7 10 5
1219 200 500 20 2 "Pairwise" 0.9 100 5
1220 200 500 20 2 "Pairwise" 0.9 10 1
1221 200 500 20 2 "Pairwise" 0.9 10 2
1222 200 500 20 2 "Pairwise" 0.9 10 5
1223 200 500 20 4 "Independence" 0 0 0
1224 200 500 20 4 "Pairwise" 0.5 100 5
1225 200 500 20 4 "Pairwise" 0.5 10 1
1226 200 500 20 4 "Pairwise" 0.5 10 2
1227 200 500 20 4 "Pairwise" 0.5 10 5
1228 200 500 20 4 "Pairwise" 0.7 100 5
1229 200 500 20 4 "Pairwise" 0.7 10 1
1230 200 500 20 4 "Pairwise" 0.7 10 2
1231 200 500 20 4 "Pairwise" 0.7 10 5
1232 200 500 20 4 "Pairwise" 0.9 100 5
1233 200 500 20 4 "Pairwise" 0.9 10 1
1234 200 500 20 4 "Pairwise" 0.9 10 2
1235 200 500 20 4 "Pairwise" 0.9 10 5
1236 200 500 40 0.5 "Independence" 0 0 0
1237 200 500 40 1 "Independence" 0 0 0
1238 200 500 40 1 "Pairwise" 0.5 10 1
1239 200 500 40 1 "Pairwise" 0.5 10 2
1240 200 500 40 1 "Pairwise" 0.5 10 5
1241 200 500 40 1 "Pairwise" 0.7 10 1
1242 200 500 40 1 "Pairwise" 0.7 10 2
1243 200 500 40 1 "Pairwise" 0.7 10 5
1244 200 500 40 1 "Pairwise" 0.9 10 1
1245 200 500 40 1 "Pairwise" 0.9 10 2
1246 200 500 40 1 "Pairwise" 0.9 10 5
1247 200 500 40 2 "Independence" 0 0 0
1248 200 500 40 2 "Pairwise" 0.5 10 1
1249 200 500 40 2 "Pairwise" 0.5 10 2
1250 200 500 40 2 "Pairwise" 0.5 10 5
1251 200 500 40 2 "Pairwise" 0.7 10 1
1252 200 500 40 2 "Pairwise" 0.7 10 2
1253 200 500 40 2 "Pairwise" 0.7 10 5
1254 200 500 40 2 "Pairwise" 0.9 10 1
1255 200 500 40 2 "Pairwise" 0.9 10 2
1256 200 500 40 2 "Pairwise" 0.9 10 5
1257 200 500 40 4 "Independence" 0 0 0
1258 200 500 40 4 "Pairwise" 0.5 10 1
1259 200 500 40 4 "Pairwise" 0.5 10 2
1260 200 500 40 4 "Pairwise" 0.5 10 5
1261 200 500 40 4 "Pairwise" 0.7 10 1
1262 200 500 40 4 "Pairwise" 0.7 10 2
1263 200 500 40 4 "Pairwise" 0.7 10 5
1264 200 500 40 4 "Pairwise" 0.9 10 1
1265 200 500 40 4 "Pairwise" 0.9 10 2
1266 200 500 40 4 "Pairwise" 0.9 10 5
1267 300 1000 10 0.5 "Independence" 0 0 0
1268 300 1000 10 1 "Independence" 0 0 0
1269 300 1000 10 1 "Pairwise" 0.5 100 1
1270 300 1000 10 1 "Pairwise" 0.5 100 2
1271 300 1000 10 1 "Pairwise" 0.5 100 5
1272 300 1000 10 1 "Pairwise" 0.5 10 1
1273 300 1000 10 1 "Pairwise" 0.5 10 2
1274 300 1000 10 1 "Pairwise" 0.5 10 5
1275 300 1000 10 1 "Pairwise" 0.7 100 1
1276 300 1000 10 1 "Pairwise" 0.7 100 2
1277 300 1000 10 1 "Pairwise" 0.7 100 5
1278 300 1000 10 1 "Pairwise" 0.7 10 1
1279 300 1000 10 1 "Pairwise" 0.7 10 2
1280 300 1000 10 1 "Pairwise" 0.7 10 5
1281 300 1000 10 1 "Pairwise" 0.9 100 1
1282 300 1000 10 1 "Pairwise" 0.9 100 2
1283 300 1000 10 1 "Pairwise" 0.9 100 5
1284 300 1000 10 1 "Pairwise" 0.9 10 1
1285 300 1000 10 1 "Pairwise" 0.9 10 2
1286 300 1000 10 1 "Pairwise" 0.9 10 5
1287 300 1000 10 1 "Toeplitz" 0.7 100 2
1288 300 1000 10 2 "Independence" 0 0 0
1289 300 1000 10 2 "Pairwise" 0.5 100 1
1290 300 1000 10 2 "Pairwise" 0.5 100 2
1291 300 1000 10 2 "Pairwise" 0.5 100 5
1292 300 1000 10 2 "Pairwise" 0.5 10 1
1293 300 1000 10 2 "Pairwise" 0.5 10 2
1294 300 1000 10 2 "Pairwise" 0.5 10 5
1295 300 1000 10 2 "Pairwise" 0.7 100 1
1296 300 1000 10 2 "Pairwise" 0.7 100 2
1297 300 1000 10 2 "Pairwise" 0.7 100 5
1298 300 1000 10 2 "Pairwise" 0.7 10 1
1299 300 1000 10 2 "Pairwise" 0.7 10 2
1300 300 1000 10 2 "Pairwise" 0.7 10 5
1301 300 1000 10 2 "Pairwise" 0.9 100 1
1302 300 1000 10 2 "Pairwise" 0.9 100 2
1303 300 1000 10 2 "Pairwise" 0.9 100 5
1304 300 1000 10 2 "Pairwise" 0.9 10 1
1305 300 1000 10 2 "Pairwise" 0.9 10 2
1306 300 1000 10 2 "Pairwise" 0.9 10 5
1307 300 1000 10 2 "Toeplitz" 0.7 100 2
1308 300 1000 10 4 "Independence" 0 0 0
1309 300 1000 10 4 "Pairwise" 0.5 100 1
1310 300 1000 10 4 "Pairwise" 0.5 100 2
1311 300 1000 10 4 "Pairwise" 0.5 100 5
1312 300 1000 10 4 "Pairwise" 0.5 10 1
1313 300 1000 10 4 "Pairwise" 0.5 10 2
1314 300 1000 10 4 "Pairwise" 0.5 10 5
1315 300 1000 10 4 "Pairwise" 0.7 100 1
1316 300 1000 10 4 "Pairwise" 0.7 100 2
1317 300 1000 10 4 "Pairwise" 0.7 100 5
1318 300 1000 10 4 "Pairwise" 0.7 10 1
1319 300 1000 10 4 "Pairwise" 0.7 10 2
1320 300 1000 10 4 "Pairwise" 0.7 10 5
1321 300 1000 10 4 "Pairwise" 0.9 100 1
1322 300 1000 10 4 "Pairwise" 0.9 100 2
1323 300 1000 10 4 "Pairwise" 0.9 100 5
1324 300 1000 10 4 "Pairwise" 0.9 10 1
1325 300 1000 10 4 "Pairwise" 0.9 10 2
1326 300 1000 10 4 "Pairwise" 0.9 10 5
1327 300 1000 10 4 "Toeplitz" 0.7 100 2
1328 300 1000 20 0.5 "Independence" 0 0 0
1329 300 1000 20 1 "Independence" 0 0 0
1330 300 1000 20 1 "Pairwise" 0.5 100 2
1331 300 1000 20 1 "Pairwise" 0.5 100 5
1332 300 1000 20 1 "Pairwise" 0.5 10 1
1333 300 1000 20 1 "Pairwise" 0.5 10 2
1334 300 1000 20 1 "Pairwise" 0.5 10 5
1335 300 1000 20 1 "Pairwise" 0.7 100 2
1336 300 1000 20 1 "Pairwise" 0.7 100 5
1337 300 1000 20 1 "Pairwise" 0.7 10 1
1338 300 1000 20 1 "Pairwise" 0.7 10 2
1339 300 1000 20 1 "Pairwise" 0.7 10 5
1340 300 1000 20 1 "Pairwise" 0.9 100 2
1341 300 1000 20 1 "Pairwise" 0.9 100 5
1342 300 1000 20 1 "Pairwise" 0.9 10 1
1343 300 1000 20 1 "Pairwise" 0.9 10 2
1344 300 1000 20 1 "Pairwise" 0.9 10 5
1345 300 1000 20 1 "Toeplitz" 0.7 100 2
1346 300 1000 20 2 "Independence" 0 0 0
1347 300 1000 20 2 "Pairwise" 0.5 100 2
1348 300 1000 20 2 "Pairwise" 0.5 100 5
1349 300 1000 20 2 "Pairwise" 0.5 10 1
1350 300 1000 20 2 "Pairwise" 0.5 10 2
1351 300 1000 20 2 "Pairwise" 0.5 10 5
1352 300 1000 20 2 "Pairwise" 0.7 100 2
1353 300 1000 20 2 "Pairwise" 0.7 100 5
1354 300 1000 20 2 "Pairwise" 0.7 10 1
1355 300 1000 20 2 "Pairwise" 0.7 10 2
1356 300 1000 20 2 "Pairwise" 0.7 10 5
1357 300 1000 20 2 "Pairwise" 0.9 100 2
1358 300 1000 20 2 "Pairwise" 0.9 100 5
1359 300 1000 20 2 "Pairwise" 0.9 10 1
1360 300 1000 20 2 "Pairwise" 0.9 10 2
1361 300 1000 20 2 "Pairwise" 0.9 10 5
1362 300 1000 20 2 "Toeplitz" 0.7 100 2
1363 300 1000 20 4 "Independence" 0 0 0
1364 300 1000 20 4 "Pairwise" 0.5 100 2
1365 300 1000 20 4 "Pairwise" 0.5 100 5
1366 300 1000 20 4 "Pairwise" 0.5 10 1
1367 300 1000 20 4 "Pairwise" 0.5 10 2
1368 300 1000 20 4 "Pairwise" 0.5 10 5
1369 300 1000 20 4 "Pairwise" 0.7 100 2
1370 300 1000 20 4 "Pairwise" 0.7 100 5
1371 300 1000 20 4 "Pairwise" 0.7 10 1
1372 300 1000 20 4 "Pairwise" 0.7 10 2
1373 300 1000 20 4 "Pairwise" 0.7 10 5
1374 300 1000 20 4 "Pairwise" 0.9 100 2
1375 300 1000 20 4 "Pairwise" 0.9 100 5
1376 300 1000 20 4 "Pairwise" 0.9 10 1
1377 300 1000 20 4 "Pairwise" 0.9 10 2
1378 300 1000 20 4 "Pairwise" 0.9 10 5
1379 300 1000 20 4 "Toeplitz" 0.7 100 2
1380 300 1000 40 0.5 "Independence" 0 0 0
1381 300 1000 40 1 "Independence" 0 0 0
1382 300 1000 40 1 "Pairwise" 0.5 100 5
1383 300 1000 40 1 "Pairwise" 0.5 10 1
1384 300 1000 40 1 "Pairwise" 0.5 10 2
1385 300 1000 40 1 "Pairwise" 0.5 10 5
1386 300 1000 40 1 "Pairwise" 0.7 100 5
1387 300 1000 40 1 "Pairwise" 0.7 10 1
1388 300 1000 40 1 "Pairwise" 0.7 10 2
1389 300 1000 40 1 "Pairwise" 0.7 10 5
1390 300 1000 40 1 "Pairwise" 0.9 100 5
1391 300 1000 40 1 "Pairwise" 0.9 10 1
1392 300 1000 40 1 "Pairwise" 0.9 10 2
1393 300 1000 40 1 "Pairwise" 0.9 10 5
1394 300 1000 40 2 "Independence" 0 0 0
1395 300 1000 40 2 "Pairwise" 0.5 100 5
1396 300 1000 40 2 "Pairwise" 0.5 10 1
1397 300 1000 40 2 "Pairwise" 0.5 10 2
1398 300 1000 40 2 "Pairwise" 0.5 10 5
1399 300 1000 40 2 "Pairwise" 0.7 100 5
1400 300 1000 40 2 "Pairwise" 0.7 10 1
1401 300 1000 40 2 "Pairwise" 0.7 10 2
1402 300 1000 40 2 "Pairwise" 0.7 10 5
1403 300 1000 40 2 "Pairwise" 0.9 100 5
1404 300 1000 40 2 "Pairwise" 0.9 10 1
1405 300 1000 40 2 "Pairwise" 0.9 10 2
1406 300 1000 40 2 "Pairwise" 0.9 10 5
1407 300 1000 40 4 "Independence" 0 0 0
1408 300 1000 40 4 "Pairwise" 0.5 100 5
1409 300 1000 40 4 "Pairwise" 0.5 10 1
1410 300 1000 40 4 "Pairwise" 0.5 10 2
1411 300 1000 40 4 "Pairwise" 0.5 10 5
1412 300 1000 40 4 "Pairwise" 0.7 100 5
1413 300 1000 40 4 "Pairwise" 0.7 10 1
1414 300 1000 40 4 "Pairwise" 0.7 10 2
1415 300 1000 40 4 "Pairwise" 0.7 10 5
1416 300 1000 40 4 "Pairwise" 0.9 100 5
1417 300 1000 40 4 "Pairwise" 0.9 10 1
1418 300 1000 40 4 "Pairwise" 0.9 10 2
1419 300 1000 40 4 "Pairwise" 0.9 10 5
1420 300 2000 10 0.5 "Independence" 0 0 0
1421 300 2000 10 1 "Independence" 0 0 0
1422 300 2000 10 1 "Pairwise" 0.5 100 1
1423 300 2000 10 1 "Pairwise" 0.5 100 2
1424 300 2000 10 1 "Pairwise" 0.5 100 5
1425 300 2000 10 1 "Pairwise" 0.5 10 1
1426 300 2000 10 1 "Pairwise" 0.5 10 2
1427 300 2000 10 1 "Pairwise" 0.5 10 5
1428 300 2000 10 1 "Pairwise" 0.7 100 1
1429 300 2000 10 1 "Pairwise" 0.7 100 2
1430 300 2000 10 1 "Pairwise" 0.7 100 5
1431 300 2000 10 1 "Pairwise" 0.7 10 1
1432 300 2000 10 1 "Pairwise" 0.7 10 2
1433 300 2000 10 1 "Pairwise" 0.7 10 5
1434 300 2000 10 1 "Pairwise" 0.9 100 1
1435 300 2000 10 1 "Pairwise" 0.9 100 2
1436 300 2000 10 1 "Pairwise" 0.9 100 5
1437 300 2000 10 1 "Pairwise" 0.9 10 1
1438 300 2000 10 1 "Pairwise" 0.9 10 2
1439 300 2000 10 1 "Pairwise" 0.9 10 5
1440 300 2000 10 1 "Toeplitz" 0.7 100 2
1441 300 2000 10 2 "Independence" 0 0 0
1442 300 2000 10 2 "Pairwise" 0.5 100 1
1443 300 2000 10 2 "Pairwise" 0.5 100 2
1444 300 2000 10 2 "Pairwise" 0.5 100 5
1445 300 2000 10 2 "Pairwise" 0.5 10 1
1446 300 2000 10 2 "Pairwise" 0.5 10 2
1447 300 2000 10 2 "Pairwise" 0.5 10 5
1448 300 2000 10 2 "Pairwise" 0.7 100 1
1449 300 2000 10 2 "Pairwise" 0.7 100 2
1450 300 2000 10 2 "Pairwise" 0.7 100 5
1451 300 2000 10 2 "Pairwise" 0.7 10 1
1452 300 2000 10 2 "Pairwise" 0.7 10 2
1453 300 2000 10 2 "Pairwise" 0.7 10 5
1454 300 2000 10 2 "Pairwise" 0.9 100 1
1455 300 2000 10 2 "Pairwise" 0.9 100 2
1456 300 2000 10 2 "Pairwise" 0.9 100 5
1457 300 2000 10 2 "Pairwise" 0.9 10 1
1458 300 2000 10 2 "Pairwise" 0.9 10 2
1459 300 2000 10 2 "Pairwise" 0.9 10 5
1460 300 2000 10 2 "Toeplitz" 0.7 100 2
1461 300 2000 10 4 "Independence" 0 0 0
1462 300 2000 10 4 "Pairwise" 0.5 100 1
1463 300 2000 10 4 "Pairwise" 0.5 100 2
1464 300 2000 10 4 "Pairwise" 0.5 100 5
1465 300 2000 10 4 "Pairwise" 0.5 10 1
1466 300 2000 10 4 "Pairwise" 0.5 10 2
1467 300 2000 10 4 "Pairwise" 0.5 10 5
1468 300 2000 10 4 "Pairwise" 0.7 100 1
1469 300 2000 10 4 "Pairwise" 0.7 100 2
1470 300 2000 10 4 "Pairwise" 0.7 100 5
1471 300 2000 10 4 "Pairwise" 0.7 10 1
1472 300 2000 10 4 "Pairwise" 0.7 10 2
1473 300 2000 10 4 "Pairwise" 0.7 10 5
1474 300 2000 10 4 "Pairwise" 0.9 100 1
1475 300 2000 10 4 "Pairwise" 0.9 100 2
1476 300 2000 10 4 "Pairwise" 0.9 100 5
1477 300 2000 10 4 "Pairwise" 0.9 10 1
1478 300 2000 10 4 "Pairwise" 0.9 10 2
1479 300 2000 10 4 "Pairwise" 0.9 10 5
1480 300 2000 10 4 "Toeplitz" 0.7 100 2
1481 300 2000 20 0.5 "Independence" 0 0 0
1482 300 2000 20 1 "Independence" 0 0 0
1483 300 2000 20 1 "Pairwise" 0.5 100 1
1484 300 2000 20 1 "Pairwise" 0.5 100 2
1485 300 2000 20 1 "Pairwise" 0.5 100 5
1486 300 2000 20 1 "Pairwise" 0.5 10 1
1487 300 2000 20 1 "Pairwise" 0.5 10 2
1488 300 2000 20 1 "Pairwise" 0.5 10 5
1489 300 2000 20 1 "Pairwise" 0.7 100 1
1490 300 2000 20 1 "Pairwise" 0.7 100 2
1491 300 2000 20 1 "Pairwise" 0.7 100 5
1492 300 2000 20 1 "Pairwise" 0.7 10 1
1493 300 2000 20 1 "Pairwise" 0.7 10 2
1494 300 2000 20 1 "Pairwise" 0.7 10 5
1495 300 2000 20 1 "Pairwise" 0.9 100 1
1496 300 2000 20 1 "Pairwise" 0.9 100 2
1497 300 2000 20 1 "Pairwise" 0.9 100 5
1498 300 2000 20 1 "Pairwise" 0.9 10 1
1499 300 2000 20 1 "Pairwise" 0.9 10 2
1500 300 2000 20 1 "Pairwise" 0.9 10 5
1501 300 2000 20 1 "Toeplitz" 0.7 100 2
1502 300 2000 20 2 "Independence" 0 0 0
1503 300 2000 20 2 "Pairwise" 0.5 100 1
1504 300 2000 20 2 "Pairwise" 0.5 100 2
1505 300 2000 20 2 "Pairwise" 0.5 100 5
1506 300 2000 20 2 "Pairwise" 0.5 10 1
1507 300 2000 20 2 "Pairwise" 0.5 10 2
1508 300 2000 20 2 "Pairwise" 0.5 10 5
1509 300 2000 20 2 "Pairwise" 0.7 100 1
1510 300 2000 20 2 "Pairwise" 0.7 100 2
1511 300 2000 20 2 "Pairwise" 0.7 100 5
1512 300 2000 20 2 "Pairwise" 0.7 10 1
1513 300 2000 20 2 "Pairwise" 0.7 10 2
1514 300 2000 20 2 "Pairwise" 0.7 10 5
1515 300 2000 20 2 "Pairwise" 0.9 100 1
1516 300 2000 20 2 "Pairwise" 0.9 100 2
1517 300 2000 20 2 "Pairwise" 0.9 100 5
1518 300 2000 20 2 "Pairwise" 0.9 10 1
1519 300 2000 20 2 "Pairwise" 0.9 10 2
1520 300 2000 20 2 "Pairwise" 0.9 10 5
1521 300 2000 20 2 "Toeplitz" 0.7 100 2
1522 300 2000 20 4 "Independence" 0 0 0
1523 300 2000 20 4 "Pairwise" 0.5 100 1
1524 300 2000 20 4 "Pairwise" 0.5 100 2
1525 300 2000 20 4 "Pairwise" 0.5 100 5
1526 300 2000 20 4 "Pairwise" 0.5 10 1
1527 300 2000 20 4 "Pairwise" 0.5 10 2
1528 300 2000 20 4 "Pairwise" 0.5 10 5
1529 300 2000 20 4 "Pairwise" 0.7 100 1
1530 300 2000 20 4 "Pairwise" 0.7 100 2
1531 300 2000 20 4 "Pairwise" 0.7 100 5
1532 300 2000 20 4 "Pairwise" 0.7 10 1
1533 300 2000 20 4 "Pairwise" 0.7 10 2
1534 300 2000 20 4 "Pairwise" 0.7 10 5
1535 300 2000 20 4 "Pairwise" 0.9 100 1
1536 300 2000 20 4 "Pairwise" 0.9 100 2
1537 300 2000 20 4 "Pairwise" 0.9 100 5
1538 300 2000 20 4 "Pairwise" 0.9 10 1
1539 300 2000 20 4 "Pairwise" 0.9 10 2
1540 300 2000 20 4 "Pairwise" 0.9 10 5
1541 300 2000 20 4 "Toeplitz" 0.7 100 2
1542 300 2000 40 0.5 "Independence" 0 0 0
1543 300 2000 40 1 "Independence" 0 0 0
1544 300 2000 40 1 "Pairwise" 0.5 100 2
1545 300 2000 40 1 "Pairwise" 0.5 100 5
1546 300 2000 40 1 "Pairwise" 0.5 10 1
1547 300 2000 40 1 "Pairwise" 0.5 10 2
1548 300 2000 40 1 "Pairwise" 0.5 10 5
1549 300 2000 40 1 "Pairwise" 0.7 100 2
1550 300 2000 40 1 "Pairwise" 0.7 100 5
